Age,Age_Group,Gender,BMI_Category,Possible_Diseases,Health_Advice,Risk_Level,Detailed_Diet_Plan,Diet_Plan
33,25-34,Female,Overweight,"PCOS, Thyroid disorder, Gestational risk, Depression, Liver fat","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Smoothie + Seeds | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Dal soup,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
48,45-54,Male,Overweight,"Hypertension, Diabetes, Fatty liver, Anxiety, Joint pain","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Dalia + Fruit | Lunch: Roti + Veg | Snack: Nuts | Dinner: Light khichdi,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
40,35-44,Female,Normal,"Healthy, but screen for thyroid/menstrual health",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Dosa + Milk | Lunch: Roti + Dal + Veg | Snack: Fruit | Dinner: Soup + Chapati,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
21,18-24,Male,Overweight,"Early hypertension, Fatty liver, Insulin resistance, Tension, Sleep disturbance","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Oats + Fruit | Lunch: Brown rice + Veg + Dal | Snack: Green tea + Nuts | Dinner: Soup + Chapati,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
52,45-54,Male,Normal,"Good health, monitor BP and sugar regularly",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Rice + Dal + Veg | Snack: Fruit | Dinner: Roti + Soup,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
60,55-60,Male,Underweight,"Frailty, Low bone density, Weak immunity",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Soft dalia + Milk | Lunch: Khichdi + Curd | Snack: Banana | Dinner: Soup + Soft roti + Paneer,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
33,25-34,Male,Overweight,"High BP, Early diabetes, Fatty liver, Gastric issues, Mental tension","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Poha + Tea | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Khichdi + Salad,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
22,18-24,Male,Normal,"Healthy, possible stress or mild anxiety due to lifestyle",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Roti + Veg + Dal | Snack: Fruit | Dinner: Rice + Dal + Salad,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
32,25-34,Female,Overweight,"PCOS, Thyroid disorder, Gestational risk, Depression, Liver fat","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Smoothie + Seeds | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Dal soup,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
60,55-60,Female,Normal,"Healthy, maintain calcium & heart care",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Rice + Veg dal | Snack: Boiled egg/Paneer | Dinner: Soup + Roti,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
31,25-34,Female,Underweight,"PCOD, Fatigue, Irregular cycles, Anemia, Anxiety",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Milk + Dry fruits | Lunch: Dal + Chapati + Salad | Snack: Yogurt + Nuts | Dinner: Khichdi + Ghee,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
58,55-60,Male,Normal,"Healthy aging, maintain diet & walk",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Dalia + Milk | Lunch: Soft rice + Dal | Snack: Fruit | Dinner: Soup + Roti,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
47,45-54,Female,Underweight,"Osteoporosis, Hormone imbalance, Stress",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Poha + Milk | Lunch: Khichdi + Dal | Snack: Banana | Dinner: Soup + Roti,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
38,35-44,Male,Underweight,"Anemia, Bone density loss, Fatigue, Stress",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Milk + Dry fruits | Lunch: Khichdi + Dal | Snack: Fruit shake | Dinner: Rice + Paneer curry,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
56,55-60,Male,Obesity,"Heart failure, Stroke, Chronic diabetes, Anxiety, Arthritis","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Porridge | Lunch: Dal + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
48,45-54,Female,Underweight,"Osteoporosis, Hormone imbalance, Stress",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Poha + Milk | Lunch: Khichdi + Dal | Snack: Banana | Dinner: Soup + Roti,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
57,55-60,Female,Normal,"Healthy, maintain calcium & heart care",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Rice + Veg dal | Snack: Boiled egg/Paneer | Dinner: Soup + Roti,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
49,45-54,Female,Overweight,"Thyroid, Diabetes, Joint stiffness, Anxiety","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Oats + Milk | Lunch: Roti + Dal | Snack: Seeds | Dinner: Light Veg soup,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
37,35-44,Female,Overweight,"Thyroid issues, PCOS, Joint pain, Hypertension","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Poha + Tea | Lunch: Rice + Veg | Snack: Salad | Dinner: Soup + Khichdi,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
45,45-54,Female,Normal,"Healthy, menopause-related changes",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Idli + Chutney | Lunch: Brown rice + Dal | Snack: Seeds + Fruit | Dinner: Khichdi,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
22,18-24,Female,Obesity,"PCOS/PCOD, Type 2 Diabetes, Fertility issues, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Smoothie + Seeds | Lunch: Brown rice + Dal + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
35,35-44,Female,Normal,"Healthy, but screen for thyroid/menstrual health",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Dosa + Milk | Lunch: Roti + Dal + Veg | Snack: Fruit | Dinner: Soup + Chapati,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
60,55-60,Male,Obesity,"Heart failure, Stroke, Chronic diabetes, Anxiety, Arthritis","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Porridge | Lunch: Dal + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
23,18-24,Female,Obesity,"PCOS/PCOD, Type 2 Diabetes, Fertility issues, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Smoothie + Seeds | Lunch: Brown rice + Dal + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
42,35-44,Female,Underweight,"Osteopenia, Hormonal issues, Fatigue, Nutritional deficiency",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Idli + Coconut chutney | Lunch: Dal rice + Veg | Snack: Fruit smoothie | Dinner: Chapati + Paneer,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
58,55-60,Female,Normal,"Healthy, maintain calcium & heart care",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Rice + Veg dal | Snack: Boiled egg/Paneer | Dinner: Soup + Roti,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
56,55-60,Male,Overweight,"High BP, Diabetes, Cardiac strain, Liver issues","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Soft oats | Lunch: Dal + Veg | Snack: Fruit | Dinner: Soup + Roti,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
46,45-54,Male,Obesity,"Cardiac disease, Stroke, Depression, Chronic fatigue","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Oats | Lunch: Roti + Veg | Snack: Seeds | Dinner: Soup + Salad,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
36,35-44,Female,Obesity,"Diabetes, Hypertension, Breast cancer risk, Anxiety, Heart strain","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Dalia | Lunch: Brown rice + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
56,55-60,Male,Overweight,"High BP, Diabetes, Cardiac strain, Liver issues","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Soft oats | Lunch: Dal + Veg | Snack: Fruit | Dinner: Soup + Roti,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
18,18-24,Male,Normal,"Healthy, possible stress or mild anxiety due to lifestyle",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Milk | Lunch: Roti + Veg + Dal | Snack: Fruit | Dinner: Rice + Dal + Salad,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
34,25-34,Female,Normal,"Healthy, maintain balanced diet, mild stress risk",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Poha + Milk | Lunch: Roti + Veg + Salad | Snack: Yogurt | Dinner: Khichdi + Curd,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
26,25-34,Male,Overweight,"High BP, Early diabetes, Fatty liver, Gastric issues, Mental tension","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Poha + Tea | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Khichdi + Salad,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
59,55-60,Female,Obesity,"Heart disease, Arthritis, Stroke risk, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Porridge | Lunch: Soft rice + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
25,25-34,Male,Overweight,"High BP, Early diabetes, Fatty liver, Gastric issues, Mental tension","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Poha + Tea | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Khichdi + Salad,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
49,45-54,Male,Obesity,"Cardiac disease, Stroke, Depression, Chronic fatigue","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Oats | Lunch: Roti + Veg | Snack: Seeds | Dinner: Soup + Salad,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
18,18-24,Female,Normal,"Healthy, maintain fitness & hydration",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Oats + Fruit | Lunch: Rice + Veg curry | Snack: Nuts | Dinner: Chapati + Dal,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
58,55-60,Male,Overweight,"High BP, Diabetes, Cardiac strain, Liver issues","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Soft oats | Lunch: Dal + Veg | Snack: Fruit | Dinner: Soup + Roti,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
22,18-24,Female,Obesity,"PCOS/PCOD, Type 2 Diabetes, Fertility issues, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Smoothie + Seeds | Lunch: Brown rice + Dal + Veg | Snack: Fruit | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
24,18-24,Female,Underweight,"Iron deficiency, Hormonal imbalance, Irregular periods, Anxiety, Hair loss",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,Breakfast: Oats + Milk | Lunch: Rice + Dal + Paneer | Snack: Fruit | Dinner: Chapati + Veg + Paneer,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3–4 hours."
54,45-54,Female,Overweight,"Thyroid, Diabetes, Joint stiffness, Anxiety","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Oats + Milk | Lunch: Roti + Dal | Snack: Seeds | Dinner: Light Veg soup,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
33,25-34,Female,Overweight,"PCOS, Thyroid disorder, Gestational risk, Depression, Liver fat","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,Breakfast: Smoothie + Seeds | Lunch: Roti + Veg curry | Snack: Fruit | Dinner: Dal soup,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food."
27,25-34,Male,Obesity,"Heart disease, Sleep apnea, Liver problems, Anxiety, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Dalia + Fruit | Lunch: Roti + Veg | Snack: Green tea | Dinner: Soup + Salad,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
54,45-54,Female,Obesity,"Hypertension, Type 2 Diabetes, Heart issues, Depression, Liver problems","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Oats | Lunch: Roti + Dal  | Snack: Seeds | Dinner: Soup,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
39,35-44,Male,Normal,"Healthy, but rising risk of hypertension and liver fat",Maintain balanced diet and regular exercise; ensure hydration and proper sleep.,Low,Breakfast: Poha + Milk | Lunch: Roti + Dal + Veg | Snack: Fruit | Dinner: Khichdi + Curd,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily."
40,35-44,Male,Obesity,"Diabetes, Sleep apnea, Cardiac disease, Liver cirrhosis, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,Breakfast: Oats | Lunch: Brown rice + Veg | Snack: Nuts | Dinner: Soup + Salad,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently."
